id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso
EZYV2169,Ásia,Mestrado,S,N,2198,1967,Sul,41004.72,Ano,S,Aprovado
EZYV8921,América do Norte,Ensino Superior,S,N,2281,1994,Oeste,44563.92,Ano,S,Aprovado
EZYV22829,Europa,Ensino Superior,N,N,3917,1991,Oeste,107276.43,Ano,S,Aprovado
EZYV17033,Ásia,Mestrado,N,N,5590,1834,Oeste,41181.17,Ano,S,Negado
EZYV3109,América do Norte,Mestrado,S,N,2563,1855,Nordeste,86528.21,Ano,S,Aprovado
EZYV19877,Europa,Ensino Superior,S,N,3486,1915,Sul,95411.72,Ano,S,Aprovado
EZYV6238,Europa,Ensino Médio,N,N,3527,1984,Sul,45050.36,Ano,S,Negado
EZYV24673,Ásia,Ensino Superior,N,N,349,2004,Sul,58.5781,Hora,S,Aprovado
EZYV5750,Ásia,Ensino Superior,N,S,1975,1991,Oeste,76918.08,Ano,S,Aprovado
EZYV22607,Ásia,Ensino Superior,S,N,1279,2012,Nordeste,71366.04,Ano,S,Negado
EZYV8508,Ásia,Ensino Superior,N,N,927,1968,Nordeste,7546.31,Ano,S,Negado
EZYV11123,Ásia,Mestrado,S,N,1131,2000,Meio-Oeste,139741.3,Ano,S,Aprovado
EZYV13023,América do Norte,Doutorado,S,N,3199,1993,Nordeste,15569.23,Ano,S,Aprovado
EZYV1229,América do Norte,Ensino Médio,S,N,1039,2011,Meio-Oeste,25815.98,Ano,S,Aprovado
EZYV8200,Ásia,Mestrado,S,N,2698,2000,Meio-Oeste,53334.24,Ano,S,Aprovado
EZYV1541,Ásia,Ensino Superior,S,N,2508,2006,Sul,4728.7,Ano,S,Aprovado
EZYV545,Ásia,Ensino Superior,S,N,4824,1996,Oeste,49122.07,Ano,S,Aprovado
EZYV21063,Ásia,Mestrado,N,N,3056,2000,Nordeste,11434.13,Ano,S,Negado
EZYV3212,Ásia,Mestrado,S,N,1536,2009,Meio-Oeste,56493.1,Ano,S,Aprovado
EZYV18508,Europa,Mestrado,S,N,29,1983,Meio-Oeste,88465.75,Ano,S,Aprovado
EZYV24936,Ásia,Ensino Médio,N,N,491,1987,Meio-Oeste,60320.99,Ano,S,Aprovado
EZYV16744,América do Sul,Mestrado,N,N,464,1980,Meio-Oeste,155.98,Hora,S,Negado
EZYV17242,Ásia,Ensino Médio,S,N,961,2005,Sul,41650.15,Ano,S,Aprovado
EZYV20316,Europa,Mestrado,S,N,4685,1997,Meio-Oeste,30638.27,Ano,S,Aprovado
EZYV1997,Ásia,Ensino Superior,N,N,1779,1989,Nordeste,82498.26,Ano,N,Negado
EZYV3762,América do Sul,Mestrado,N,N,5973,2007,Nordeste,53263.14,Ano,S,Negado
EZYV21332,Ásia,Mestrado,N,N,136,2001,Sul,278.8894,Hora,S,Negado
EZYV14314,Ásia,Ensino Médio,N,N,3137,1949,Nordeste,39856.29,Ano,S,Negado
EZYV11529,Ásia,Ensino Superior,N,N,1237,2000,Nordeste,111097.65,Ano,S,Aprovado
EZYV5129,Ásia,Ensino Superior,S,N,1858,1868,Meio-Oeste,202917.69,Ano,S,Aprovado
EZYV3047,África,Mestrado,S,N,3923,2006,Nordeste,75739.52,Ano,S,Aprovado
EZYV8933,América do Norte,Mestrado,S,N,1539,1977,Sul,128710.47,Ano,N,Aprovado
EZYV4655,Ásia,Mestrado,N,S,961,2005,Oeste,195883.8,Ano,S,Negado
EZYV22465,Ásia,Ensino Superior,N,N,2265,2001,Sul,81492.52,Ano,S,Aprovado
EZYV23538,Ásia,Ensino Superior,N,S,4570,1997,Oeste,94928.35,Ano,S,Aprovado
EZYV12231,Ásia,Ensino Superior,S,N,463,2006,Nordeste,96238.49,Ano,S,Aprovado
EZYV15259,Ásia,Doutorado,N,N,1087,1998,Meio-Oeste,157505.99,Ano,S,Aprovado
EZYV7647,Europa,Ensino Superior,S,N,4502,1886,Nordeste,18705.34,Ano,S,Aprovado
EZYV9432,Ásia,Ensino Superior,N,N,2663,1996,Nordeste,24963.37,Ano,S,Negado
EZYV8304,Europa,Mestrado,S,N,792,2007,Nordeste,855.9094,Hora,S,Aprovado
EZYV7337,América do Norte,Mestrado,S,N,1658,1977,Oeste,53884.03,Ano,S,Aprovado
EZYV8833,Ásia,Ensino Superior,S,N,2132,2011,Meio-Oeste,86050.8,Ano,S,Aprovado
EZYV21296,América do Norte,Mestrado,N,N,4592,2005,Sul,19782.1,Ano,N,Aprovado
EZYV984,Ásia,Mestrado,S,N,1836,1975,Oeste,16780.57,Ano,S,Aprovado
EZYV15453,Ásia,Mestrado,S,N,5005,1998,Nordeste,64016.67,Ano,S,Aprovado
EZYV24864,Ásia,Mestrado,N,N,2549,2003,Sul,34210.42,Ano,S,Negado
EZYV12576,Ásia,Ensino Superior,N,N,396,1910,Oeste,148106.01,Ano,S,Negado
EZYV157,Ásia,Mestrado,S,N,5147,1997,Nordeste,6256.18,Ano,S,Aprovado
EZYV11446,Ásia,Ensino Superior,N,N,1357,1984,Nordeste,839.9962,Hora,S,Negado
EZYV11738,América do Norte,Mestrado,S,N,802,2006,Nordeste,77889.34,Ano,S,Aprovado
EZYV14937,Ásia,Ensino Superior,S,N,1263,2005,Oeste,97113.42,Ano,S,Aprovado
EZYV5363,Ásia,Ensino Superior,N,N,2690,2001,Sul,20314.12,Ano,S,Aprovado
EZYV7259,Ásia,Ensino Médio,N,N,3750,1996,Nordeste,131309.08,Ano,N,Negado
EZYV25259,Ásia,Ensino Superior,S,N,3659,1997,Sul,79.1099,Hora,S,Negado
EZYV10951,Ásia,Mestrado,S,S,626,1981,Sul,86265.1,Ano,S,Aprovado
EZYV5486,Ásia,Mestrado,N,N,1450,1838,Sul,876.9421,Hora,S,Aprovado
EZYV4729,Ásia,Mestrado,N,N,4839,1885,Sul,55815.8,Ano,S,Aprovado
EZYV21620,Ásia,Ensino Superior,S,S,2044,1975,Sul,79648.09,Ano,S,Aprovado
EZYV10903,Ásia,Ensino Superior,S,N,2343,1997,Ilha,117346.34,Ano,S,Negado
EZYV3940,Ásia,Doutorado,S,N,772,2006,Meio-Oeste,83106.47,Ano,S,Aprovado
EZYV10514,Ásia,Mestrado,N,N,1697,2005,Nordeste,82094.8,Ano,N,Aprovado
EZYV20688,América do Norte,Ensino Superior,S,N,113,1911,Nordeste,90969.75,Ano,S,Aprovado
EZYV822,Ásia,Doutorado,N,N,772,2001,Nordeste,50282.8,Ano,S,Negado
EZYV23961,América do Norte,Mestrado,N,N,1406,2005,Oeste,184877.47,Ano,N,Negado
EZYV20054,Europa,Ensino Superior,S,N,2321,1982,Nordeste,3516.09,Ano,S,Aprovado
EZYV2499,Ásia,Mestrado,S,N,2950,1868,Nordeste,124974.58,Ano,N,Aprovado
EZYV13920,Ásia,Ensino Superior,N,N,723,2006,Nordeste,51399.08,Ano,S,Aprovado
EZYV3898,Ásia,Ensino Superior,S,N,470,1824,Nordeste,70729.85,Semana,S,Negado
EZYV24779,Ásia,Mestrado,N,N,5644,1898,Meio-Oeste,22626.29,Ano,S,Aprovado
EZYV23820,América do Norte,Ensino Superior,S,N,396,1994,Oeste,122696.23,Ano,S,Aprovado
EZYV19560,Ásia,Ensino Superior,S,N,496,1984,Meio-Oeste,58674.46,Ano,S,Aprovado
EZYV23307,Ásia,Mestrado,N,N,2315,2012,Nordeste,221757.19,Ano,N,Negado
EZYV7968,Ásia,Doutorado,S,N,4010,1908,Meio-Oeste,74645.92,Ano,S,Aprovado
EZYV1693,América do Norte,Ensino Superior,S,N,2553,1890,Sul,244457.48,Ano,S,Aprovado
EZYV2685,Ásia,Ensino Médio,N,N,3503,1999,Meio-Oeste,125349.52,Ano,S,Negado
EZYV15606,América do Sul,Ensino Médio,N,N,2020,1999,Ilha,221.6987,Hora,S,Negado
EZYV10448,Ásia,Ensino Superior,N,N,3960,1870,Nordeste,48348.59,Ano,S,Negado
EZYV4255,Ásia,Ensino Superior,N,N,3279,1998,Meio-Oeste,116845.29,Ano,S,Negado
EZYV18386,Ásia,Ensino Superior,S,N,2049,1998,Nordeste,23874.02,Ano,S,Negado
EZYV7908,América do Norte,Mestrado,N,N,1630,1979,Sul,240846.68,Ano,N,Negado
EZYV4206,Ásia,Ensino Superior,S,N,3140,2002,Sul,51666.43,Ano,S,Negado
EZYV22844,Ásia,Ensino Superior,S,N,2858,1997,Oeste,19101.15,Ano,S,Negado
EZYV18928,Ásia,Ensino Superior,S,S,2059,2012,Oeste,65642.88,Ano,S,Aprovado
EZYV2103,América do Norte,Mestrado,N,N,3472,1980,Nordeste,61757.88,Ano,S,Negado
EZYV11894,Ásia,Ensino Superior,S,N,3074,2001,Sul,85596.97,Ano,S,Aprovado
EZYV7975,Ásia,Ensino Superior,S,N,2504,2012,Oeste,114194.88,Ano,S,Aprovado
EZYV11330,Europa,Doutorado,N,N,1760,2001,Nordeste,55614.04,Ano,S,Aprovado
EZYV7725,Europa,Ensino Superior,S,N,500,1974,Sul,31641.24,Ano,S,Aprovado
EZYV4551,Europa,Ensino Superior,N,N,24092,1972,Oeste,103942.73,Ano,S,Aprovado
EZYV1307,Ásia,Ensino Médio,S,S,923,1994,Sul,27050.91,Ano,S,Aprovado
EZYV24577,Ásia,Ensino Médio,N,N,3631,1999,Meio-Oeste,97096.04,Ano,S,Aprovado
EZYV12501,Ásia,Ensino Superior,N,N,2330,1999,Meio-Oeste,39557.24,Ano,S,Aprovado
EZYV10516,Europa,Ensino Superior,N,N,3130,2008,Sul,44888.99,Ano,S,Aprovado
EZYV24389,Ásia,Ensino Superior,S,N,547,2010,Nordeste,40910.25,Ano,S,Aprovado
EZYV23955,Ásia,Ensino Superior,N,N,10047,1949,Meio-Oeste,119904.51,Ano,S,Aprovado
EZYV24260,Ásia,Mestrado,S,N,4180,1960,Ilha,58998.76,Ano,S,Negado
EZYV5666,Ásia,Ensino Médio,S,N,3182,1940,Nordeste,33636.75,Ano,S,Negado
EZYV12307,Ásia,Ensino Superior,N,N,1339,1993,Oeste,83303.24,Ano,S,Negado
EZYV17299,Ásia,Ensino Superior,S,N,1597,1849,Oeste,22274.19,Ano,S,Aprovado
EZYV22477,Ásia,Mestrado,N,N,2384,1977,Meio-Oeste,130705.18,Ano,S,Aprovado
EZYV6103,Ásia,Mestrado,N,N,25923,1993,Sul,121631.76,Ano,N,Aprovado
EZYV1801,Ásia,Ensino Superior,S,N,4709,1995,Oeste,52271.85,Ano,S,Aprovado
EZYV4758,Ásia,Mestrado,S,N,681,1998,Oeste,306021.96,Ano,N,Aprovado
EZYV129,Ásia,Ensino Superior,N,N,2140,1997,Sul,37032.83,Ano,S,Aprovado
EZYV14788,Ásia,Mestrado,S,N,405,2007,Nordeste,87315.43,Ano,S,Aprovado
EZYV14734,Ásia,Ensino Superior,N,N,892,1989,Sul,784.0817,Hora,S,Negado
EZYV23703,Ásia,Ensino Superior,S,N,526,1996,Sul,70747.4,Ano,S,Aprovado
EZYV17791,Ásia,Ensino Superior,N,N,3443,1987,Oeste,226169.32,Ano,S,Negado
EZYV25054,América do Norte,Ensino Médio,S,N,3994,1889,Sul,75734.27,Ano,S,Aprovado
EZYV19848,Europa,Ensino Superior,S,N,2541,1997,Nordeste,121637.78,Ano,N,Aprovado
EZYV6704,Ásia,Mestrado,N,N,2453,1985,Nordeste,150293.34,Ano,S,Aprovado
EZYV6145,Ásia,Ensino Superior,N,N,3415,1920,Sul,34796.5,Ano,S,Negado
EZYV16252,Ásia,Ensino Médio,N,S,4632,1968,Sul,76955.63,Ano,S,Negado
EZYV5032,América do Sul,Mestrado,S,N,256,1954,Nordeste,97329.25,Ano,S,Aprovado
EZYV23725,Ásia,Ensino Superior,N,N,2381,2005,Sul,86316.44,Ano,S,Negado
EZYV13621,Ásia,Mestrado,N,S,92482,1988,Sul,107829.23,Ano,S,Negado
EZYV8362,Ásia,Ensino Médio,N,N,4054,1925,Nordeste,112267.09,Ano,S,Negado
EZYV18287,América do Norte,Mestrado,S,N,4039,1985,Nordeste,97678.83,Ano,S,Negado
EZYV12757,Ásia,Mestrado,N,N,3737,1818,Oeste,251014.23,Ano,S,Negado
EZYV22296,Ásia,Ensino Superior,S,N,1977,2012,Oeste,76886.35,Ano,S,Negado
EZYV9589,Ásia,Ensino Superior,N,N,1768,1994,Oeste,55340.98,Ano,S,Aprovado
EZYV6531,Ásia,Ensino Superior,S,N,4581,1998,Nordeste,61126.33,Ano,N,Negado
EZYV19834,América do Norte,Mestrado,S,S,1563,1994,Oeste,74384.42,Ano,S,Aprovado
EZYV25015,América do Norte,Mestrado,N,N,2935,1986,Oeste,24554.76,Ano,S,Negado
EZYV10716,Europa,Doutorado,N,N,1662,1998,Oeste,92235.44,Ano,S,Aprovado
EZYV16247,Europa,Doutorado,N,N,306,1995,Oeste,57529.92,Ano,S,Aprovado
EZYV11359,Ásia,Mestrado,S,N,2680,1892,Sul,468.4167,Hora,S,Aprovado
EZYV17035,Ásia,Ensino Superior,N,N,1082,2014,Oeste,57985.08,Ano,S,Negado
EZYV973,Ásia,Ensino Superior,N,N,3336,1994,Meio-Oeste,65227.99,Ano,S,Aprovado
EZYV20734,Ásia,Mestrado,N,N,4150,1999,Nordeste,76348.25,Ano,N,Aprovado
EZYV4275,Ásia,Ensino Superior,N,N,2436,2009,Nordeste,44595.08,Ano,S,Negado
EZYV11472,Ásia,Mestrado,N,N,872,1900,Oeste,51836.04,Ano,S,Negado
EZYV15417,Ásia,Ensino Médio,N,S,5219,1954,Oeste,126826.57,Ano,S,Negado
EZYV20151,Europa,Ensino Médio,S,N,1389,1991,Oeste,50472.49,Ano,S,Aprovado
EZYV13605,Ásia,Ensino Superior,S,N,5057,2006,Nordeste,83313.83,Ano,S,Aprovado
EZYV15307,Ásia,Ensino Superior,S,N,178,1978,Nordeste,124495.5,Ano,S,Negado
EZYV24175,Ásia,Ensino Superior,S,N,2344,2013,Sul,94371.85,Ano,S,Aprovado
EZYV9505,Ásia,Ensino Superior,N,N,858,1975,Sul,88109.64,Ano,S,Aprovado
EZYV6309,Ásia,Mestrado,N,S,15205,2000,Oeste,103394.94,Ano,S,Aprovado
EZYV24694,América do Norte,Doutorado,S,N,173,1959,Oeste,165410.53,Ano,S,Negado
EZYV18557,Ásia,Mestrado,N,N,12950,2001,Nordeste,171976.84,Ano,N,Aprovado
EZYV23094,Ásia,Ensino Superior,N,N,4147,1980,Nordeste,93326.89,Ano,S,Negado
EZYV15564,Ásia,Ensino Superior,S,N,388,2015,Ilha,27357.69,Ano,S,Negado
EZYV9921,Ásia,Ensino Médio,S,N,2845,2009,Oeste,424.08,Ano,S,Negado
EZYV274,África,Mestrado,N,N,1608,2009,Oeste,118.84,Hora,S,Negado
EZYV7867,Ásia,Ensino Superior,S,N,5826,1993,Oeste,126739.96,Ano,S,Aprovado
EZYV9882,Ásia,Ensino Superior,N,S,1847,2003,Nordeste,58049.13,Ano,S,Aprovado
EZYV14716,América do Norte,Ensino Médio,N,N,590,2009,Nordeste,65588.4,Ano,N,Negado
EZYV8185,América do Norte,Mestrado,N,S,1476,1986,Ilha,98052.59,Ano,S,Negado
EZYV7561,Ásia,Ensino Médio,S,S,3865,1993,Sul,15453.27,Ano,S,Negado
EZYV21762,Ásia,Mestrado,N,N,2693,2014,Nordeste,9680.33,Ano,N,Aprovado
EZYV13862,Ásia,Mestrado,N,N,5339,2005,Oeste,34660.1,Ano,S,Negado
EZYV4983,África,Mestrado,S,N,5283,1976,Sul,83594.0,Ano,S,Aprovado
EZYV8051,Europa,Mestrado,S,N,95308,1995,Sul,68036.11,Ano,N,Negado
EZYV11386,Ásia,Ensino Superior,N,N,376,1959,Sul,127491.16,Ano,N,Aprovado
EZYV8212,Europa,Doutorado,N,N,2154,1994,Oeste,9639.14,Ano,S,Aprovado
EZYV1733,Ásia,Mestrado,S,N,939,1946,Oeste,115939.73,Ano,S,Aprovado
EZYV8999,Europa,Ensino Médio,N,S,3436,1997,Oeste,93610.55,Ano,S,Negado
EZYV24246,Europa,Ensino Superior,S,N,296,2013,Nordeste,130896.26,Ano,S,Negado
EZYV22353,Oceania,Mestrado,N,N,3126,2012,Sul,24.4888,Hora,S,Negado
EZYV19619,Ásia,Ensino Médio,S,N,3174,1997,Nordeste,152290.16,Ano,S,Aprovado
EZYV1375,América do Norte,Mestrado,S,N,2813,2007,Sul,32867.29,Ano,S,Aprovado
EZYV6054,Europa,Doutorado,N,N,1124,1907,Oeste,24667.76,Ano,S,Aprovado
EZYV1064,Europa,Doutorado,S,N,4102,1854,Oeste,5245.16,Ano,S,Aprovado
EZYV238,América do Norte,Mestrado,N,N,155999,2003,Oeste,118555.6,Ano,S,Negado
EZYV21848,Europa,Mestrado,S,N,1902,1975,Oeste,5577.94,Ano,S,Aprovado
EZYV20269,Europa,Mestrado,N,N,294,2004,Nordeste,47307.78,Ano,S,Aprovado
EZYV18044,Europa,Ensino Superior,S,N,2838,2013,Meio-Oeste,28036.68,Ano,S,Negado
EZYV20932,Ásia,Ensino Superior,N,N,4643,2007,Nordeste,127198.53,Ano,S,Aprovado
EZYV22887,América do Sul,Mestrado,S,N,61546,2013,Sul,3161.14,Ano,S,Aprovado
EZYV24884,Ásia,Doutorado,S,N,6002,2010,Sul,46887.93,Ano,S,Aprovado
EZYV22532,Ásia,Mestrado,N,N,2721,1957,Meio-Oeste,55310.41,Ano,S,Aprovado
EZYV4306,Ásia,Ensino Médio,S,N,1096,1991,Oeste,49980.64,Ano,S,Negado
EZYV20045,Ásia,Ensino Superior,S,N,3596,1987,Oeste,105574.74,Ano,S,Aprovado
EZYV23931,Ásia,Mestrado,N,S,444,2004,Oeste,92623.18,Ano,S,Aprovado
EZYV21936,Ásia,Mestrado,N,N,893,1889,Meio-Oeste,34117.11,Ano,N,Aprovado
EZYV9276,América do Norte,Ensino Médio,S,N,57070,1995,Nordeste,339.0696,Hora,S,Aprovado
EZYV19004,América do Sul,Ensino Superior,N,S,1912,1994,Meio-Oeste,88361.0,Ano,S,Aprovado
EZYV2839,Europa,Doutorado,S,N,107586,1848,Nordeste,46924.36,Ano,S,Aprovado
EZYV11814,Ásia,Ensino Médio,N,N,254,1996,Oeste,235429.79,Ano,S,Negado
EZYV7212,América do Sul,Mestrado,S,N,1032,2006,Nordeste,77171.75,Ano,S,Aprovado
EZYV5981,Ásia,Ensino Superior,S,N,3231,1968,Ilha,142164.39,Ano,S,Aprovado
EZYV5475,Ásia,Ensino Superior,S,S,2712,1985,Oeste,107101.6,Ano,S,Aprovado
EZYV11456,Ásia,Ensino Superior,N,N,4138,1990,Oeste,104054.92,Ano,S,Aprovado
EZYV9290,América do Norte,Mestrado,S,N,995,2000,Sul,23053.79,Ano,S,Aprovado
EZYV21138,Europa,Doutorado,S,N,1827,1996,Sul,25961.02,Ano,S,Aprovado
EZYV2696,América do Sul,Mestrado,S,N,749,1889,Meio-Oeste,174046.48,Semana,S,Aprovado
EZYV9295,Ásia,Mestrado,N,N,4619,2011,Nordeste,42691.97,Ano,S,Aprovado
EZYV12109,Ásia,Mestrado,N,N,1397,1998,Meio-Oeste,68676.02,Ano,S,Aprovado
EZYV992,Ásia,Ensino Médio,N,N,2749,1996,Sul,39114.03,Ano,S,Aprovado
EZYV5783,Ásia,Ensino Superior,N,S,443,2011,Oeste,112125.72,Ano,S,Aprovado
EZYV11199,Ásia,Mestrado,S,N,1148,2010,Nordeste,10194.35,Ano,S,Aprovado
EZYV11296,América do Norte,Ensino Superior,N,S,4941,2007,Sul,115.78,Hora,S,Negado
EZYV3646,Ásia,Ensino Médio,N,S,1441,1971,Oeste,90725.23,Ano,S,Negado
EZYV18854,Ásia,Ensino Superior,N,N,1408,1990,Sul,136.7014,Hora,S,Negado
EZYV7421,América do Norte,Ensino Superior,S,N,6551,1995,Sul,3396.41,Ano,S,Negado
EZYV21875,América do Sul,Ensino Superior,N,N,3360,1994,Nordeste,408.6848,Hora,S,Negado
EZYV7168,Ásia,Ensino Médio,S,N,1676,2001,Sul,104652.75,Ano,S,Negado
EZYV7241,Ásia,Mestrado,N,N,31502,1868,Nordeste,51025.89,Ano,S,Aprovado
EZYV4007,América do Norte,Ensino Superior,N,N,3436,2008,Sul,110021.12,Ano,S,Negado
EZYV7501,Ásia,Mestrado,N,N,517,1975,Meio-Oeste,76814.48,Ano,S,Aprovado
EZYV22689,Ásia,Ensino Superior,N,N,2475,1985,Meio-Oeste,68015.78,Ano,S,Aprovado
EZYV15484,Ásia,Ensino Superior,N,N,1767,2010,Oeste,135852.65,Ano,N,Negado
EZYV17670,Ásia,Mestrado,S,N,1690,2005,Meio-Oeste,66979.3,Ano,S,Aprovado
EZYV4027,Europa,Ensino Superior,S,N,2994,1981,Oeste,47136.16,Ano,S,Negado
EZYV22378,Ásia,Ensino Superior,N,N,3731,1818,Meio-Oeste,16111.61,Ano,S,Negado
EZYV3848,Ásia,Ensino Superior,N,N,5888,2005,Meio-Oeste,15418.27,Ano,S,Negado
EZYV23497,Europa,Doutorado,S,S,41770,2002,Oeste,44778.81,Ano,S,Aprovado
EZYV18337,Ásia,Ensino Superior,N,N,3261,2013,Nordeste,4920.29,Ano,S,Aprovado
EZYV4013,Ásia,Mestrado,N,S,1792,1998,Nordeste,143437.65,Ano,S,Negado
EZYV22605,Europa,Ensino Superior,S,N,513,1996,Oeste,111533.56,Ano,S,Aprovado
EZYV20909,Ásia,Ensino Superior,S,N,6908,1964,Sul,29831.5,Ano,S,Negado
EZYV11243,Ásia,Ensino Superior,S,N,236,1998,Nordeste,43351.06,Ano,S,Negado
EZYV13262,Ásia,Ensino Médio,N,N,2011,1993,Sul,132241.21,Ano,N,Negado
EZYV17359,Europa,Doutorado,S,N,95,2005,Nordeste,28312.05,Ano,S,Aprovado
EZYV23425,Ásia,Ensino Superior,S,N,1221,1992,Sul,8779.78,Ano,S,Negado
EZYV17959,Ásia,Mestrado,S,N,229,2009,Sul,4077.71,Ano,S,Aprovado
EZYV8359,Ásia,Ensino Superior,S,N,2253,1990,Oeste,60749.34,Ano,S,Aprovado
EZYV5420,Europa,Ensino Médio,N,N,2664,1989,Sul,96882.01,Ano,S,Negado
EZYV23128,América do Norte,Ensino Superior,S,N,3432,2000,Nordeste,72042.5,Ano,N,Negado
EZYV810,Europa,Doutorado,S,N,3477,2008,Nordeste,71113.2,Ano,S,Aprovado
EZYV18084,Ásia,Ensino Médio,N,N,3549,1886,Ilha,130706.81,Ano,S,Aprovado
EZYV4883,Ásia,Ensino Superior,S,N,3626,1979,Meio-Oeste,47664.78,Ano,S,Negado
EZYV16309,Europa,Ensino Médio,S,S,1772,1977,Sul,23207.02,Ano,S,Aprovado
EZYV13717,Ásia,Mestrado,S,N,4831,2013,Sul,219465.03,Ano,S,Aprovado
EZYV1180,América do Norte,Ensino Superior,S,N,177,1992,Sul,45295.57,Ano,S,Aprovado
EZYV24307,Europa,Mestrado,S,N,3824,1970,Nordeste,99518.69,Ano,N,Aprovado
EZYV957,Ásia,Ensino Superior,N,N,581,2014,Nordeste,74877.39,Ano,S,Negado
EZYV12351,Ásia,Mestrado,N,N,1610,2011,Meio-Oeste,40503.76,Ano,S,Aprovado
EZYV14535,Ásia,Ensino Superior,S,N,42998,2002,Oeste,13081.34,Ano,S,Aprovado
EZYV25452,América do Norte,Ensino Médio,S,N,97,2013,Nordeste,111518.59,Ano,N,Negado
EZYV9444,Europa,Ensino Superior,N,S,3662,1980,Sul,77311.14,Ano,S,Aprovado
EZYV25049,Europa,Doutorado,S,N,3913,2010,Nordeste,59658.36,Ano,S,Aprovado
EZYV5429,Ásia,Mestrado,N,N,377,2004,Meio-Oeste,94746.85,Ano,N,Aprovado
EZYV18446,Europa,Ensino Superior,S,N,1498,1977,Sul,20955.44,Ano,S,Aprovado
EZYV7412,Ásia,Ensino Superior,N,N,27,1991,Oeste,140896.1,Ano,S,Negado
EZYV7386,Ásia,Mestrado,N,N,1660,1995,Sul,39935.85,Ano,S,Aprovado
EZYV23127,Ásia,Ensino Superior,S,N,18843,1978,Oeste,99506.01,Ano,S,Aprovado
EZYV5221,América do Norte,Mestrado,S,N,2651,1999,Meio-Oeste,145224.36,Ano,S,Aprovado
EZYV4935,Ásia,Ensino Superior,S,N,318,2007,Sul,126307.46,Ano,S,Aprovado
EZYV19566,Ásia,Ensino Médio,N,N,1770,1999,Nordeste,79066.07,Ano,S,Negado
EZYV12620,Ásia,Mestrado,N,N,2850,2010,Meio-Oeste,226892.03,Ano,N,Negado
EZYV9238,América do Norte,Mestrado,S,N,488,2010,Sul,87497.44,Ano,S,Aprovado
EZYV2703,Ásia,Doutorado,S,N,3160,1979,Nordeste,64255.14,Ano,S,Aprovado
EZYV4621,Europa,Ensino Superior,S,N,1906,2007,Oeste,6925.92,Ano,S,Aprovado
EZYV12071,Ásia,Ensino Superior,S,N,1258,2004,Meio-Oeste,16691.3,Semana,S,Aprovado
EZYV25340,Ásia,Ensino Superior,S,N,1073,2002,Oeste,100824.65,Ano,S,Negado
EZYV1932,Europa,Ensino Superior,S,N,65092,2001,Meio-Oeste,68952.73,Ano,S,Aprovado
EZYV12293,Ásia,Ensino Superior,S,N,2885,1926,Oeste,141297.92,Semana,N,Negado
EZYV2802,Europa,Doutorado,S,N,2042,1973,Oeste,26871.62,Ano,S,Aprovado
EZYV9929,Ásia,Mestrado,N,N,14968,1924,Sul,46199.68,Ano,S,Aprovado
EZYV7678,Ásia,Mestrado,S,N,5306,2008,Sul,64710.12,Ano,S,Aprovado
EZYV21665,Ásia,Ensino Médio,S,N,445,1961,Oeste,54913.07,Ano,S,Negado
EZYV20032,América do Norte,Mestrado,N,N,3651,2010,Oeste,48220.39,Ano,S,Negado
EZYV17681,Ásia,Ensino Superior,S,N,1146,2005,Sul,65890.04,Ano,S,Aprovado
EZYV16654,Ásia,Ensino Superior,N,N,876,1981,Sul,34115.93,Ano,S,Negado
EZYV6253,Ásia,Mestrado,S,N,1076,2009,Oeste,63643.41,Ano,N,Aprovado
EZYV4643,Ásia,Mestrado,N,N,5108,1922,Oeste,116040.7,Ano,S,Negado
EZYV8036,Ásia,Mestrado,S,S,1261,1951,Sul,204453.27,Ano,S,Aprovado
EZYV13767,Ásia,Ensino Médio,S,N,5498,1896,Oeste,105347.24,Ano,S,Negado
EZYV7595,América do Norte,Mestrado,N,N,4024,2014,Sul,3145.83,Ano,N,Aprovado
EZYV22761,Ásia,Mestrado,N,N,30392,1850,Nordeste,86144.55,Ano,S,Negado
EZYV18321,Ásia,Mestrado,S,N,1023,1995,Nordeste,84343.65,Ano,S,Aprovado
EZYV5558,África,Mestrado,S,N,5010,1996,Ilha,78560.27,Ano,S,Aprovado
EZYV20021,Ásia,Ensino Superior,S,N,3218,2006,Meio-Oeste,141404.77,Ano,S,Aprovado
EZYV13678,América do Sul,Mestrado,S,N,2884,2010,Oeste,373.16,Ano,S,Aprovado
EZYV23789,Ásia,Ensino Superior,S,N,57,1984,Nordeste,28091.61,Ano,S,Aprovado
EZYV20178,Ásia,Ensino Superior,S,N,85,1976,Ilha,44443.89,Ano,S,Negado
EZYV20179,Ásia,Ensino Superior,N,S,4789,1981,Sul,78986.4,Ano,S,Aprovado
EZYV23817,Ásia,Mestrado,S,N,104895,2006,Nordeste,11949.71,Ano,S,Aprovado
EZYV11672,Europa,Mestrado,N,N,2324,2006,Sul,49993.47,Ano,S,Aprovado
EZYV3703,Ásia,Ensino Superior,N,N,345,1996,Sul,50896.02,Ano,S,Negado
EZYV20522,Ásia,Ensino Superior,S,S,2318,1928,Sul,129283.7,Ano,S,Negado
EZYV23036,América do Norte,Doutorado,S,N,237,2008,Nordeste,110149.19,Ano,S,Aprovado
